"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","transfer","test","allocation","comparison","baseline","age_group","mean_age_exp","mean_age_control","pop","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.740757275958195,0.121798108078469,"from_dataset",34,215,34,"Dunning et al. (2013)_S3 (subsample S1)","Near","AWMA - Dot matrix","Random","Active",-0.276227765719706,"children","8.42","8.42","Children with low WM",2013,2.8653635292636,0.740757275958195,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",1.28618111566349,0.138056056907945,"from_dataset",34,216,34,"Dunning et al. (2013)_S3 (subsample S1)","Near","AWMA - Backward digit recall","Random","Active",-0.16603026450045,"children","8.42","8.42","Children with low WM",2013,2.69136293722425,1.28618111566349,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.21454261632083,0.114405566789245,"from_dataset",34,217,34,"Dunning et al. (2013)_S3 (subsample S1)","Near","AWMA - MrX","Random","Active",-0.0422051048500004,"children","8.42","8.42","Children with low WM",2013,2.95649004831607,0.21454261632083,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.428532295840496,0.126506913760353,"from_dataset",34,218,31,"Dunning et al. (2013)_S3 (subsample S1)","Near","Following instructions","Random","Active",-0.0940680649405966,"children","8.42","8.42","Children with low WM",2013,2.81153095559481,0.428532295840496,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.0211912245023987,0.131722302775254,"from_dataset",34,219,29,"Dunning et al. (2013)_S3 (subsample S1)","Far","Rhyme recall","Random","Active",0.029667714303359,"children","8.42","8.42","Children with low WM",2013,2.7553092028263,0.0211912245023987,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0237732332709186,0.131724304475672,"from_dataset",34,220,29,"Dunning et al. (2013)_S3 (subsample S1)","Near","Sentence counting (storage)","Random","Active",-0.0356598499063768,"children","8.42","8.42","Children with low WM",2013,2.75528826772037,0.0237732332709186,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.734494410890949,0.14101597469998,"from_dataset",34,221,29,"Dunning et al. (2013)_S3 (subsample S1)","Near","Sentence counting (processing)","Random","Active",-0.489662940593966,"children","8.42","8.42","Children with low WM",2013,2.66296735929417,0.734494410890949,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0908043007824062,0.123677970090389,"from_dataset",34,222,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","Verbal IQ (Similarities and Vocab WASI)","Random","Active",-0.176203583661097,"children","8.42","8.42","Children with low WM",2013,2.84350388328836,0.0908043007824062,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.130462983601628,0.123819505075061,"from_dataset",34,223,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","Performance IQ (Block Design & Matrix Reasoning WASI)","Random","Active",0.41079666737372,"children","8.42","8.42","Children with low WM",2013,2.8418782494546,0.130462983601628,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0507110716968165,0.122556915558895,"from_dataset",34,224,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","aWOND - Maths reasoning","Random","Active",0.302182413535823,"children","8.42","8.42","Children with low WM",2013,2.85647935004517,0.0507110716968165,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0234746872685988,0.12355386750816,"from_dataset",34,225,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","WORD - Basic reading","Random","Active",-0.216553990052828,"children","8.42","8.42","Children with low WM",2013,2.84493159094633,0.0234746872685988,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.150912761070223,0.1239123126777,"from_dataset",34,226,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","WORD - Reading accuracy","Random","Active",0.042932078580322,"children","8.42","8.42","Children with low WM",2013,2.84081379788609,0.150912761070223,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0511381231449489,0.123587158583909,"from_dataset",34,227,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","WORD - Reading comprehension","Random","Active",-0.00776781617391546,"children","8.42","8.42","Children with low WM",2013,2.84454839089068,0.0511381231449489,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.526338396672297,0.128013239231857,"from_dataset",34,228,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","WORD - Reading rate","Random","Active",0.0961769786159639,"children","8.42","8.42","Children with low WM",2013,2.79494043317296,0.526338396672297,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0455246281172328,0.16577180684968,"from_dataset",34,229,24,"Dunning et al. (2013)_S3 (subsample S1)","Far","KTEA - written expression","Random","Active",-0.0606995041563104,"children","8.42","8.42","Children with low WM",2013,2.45609219173813,0.0455246281172328,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.147171711407933,0.122864784911252,"from_dataset",34,230,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","Conners' CPT - Omissions","Random","Active",-0.102485911244468,"children","8.42","8.42","Children with low WM",2013,2.85289828308487,0.147171711407933,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.0920308551170836,0.12265204564762,"from_dataset",34,231,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","Conners' CPT - Commissions","Random","Active",0.511747330726815,"children","8.42","8.42","Children with low WM",2013,2.85537137894084,0.0920308551170836,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",0.0851723605855,0.122632443272041,"from_dataset",34,232,31,"Dunning et al. (2013)_S3 (subsample S1)","Far","Conners' CPT - Hit Rate","Random","Active",0.442605087487042,"children","8.42","8.42","Children with low WM",2013,2.85559958048415,0.0851723605855,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.670274309190867,0.0616921960424066,"from_dataset",35,233,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Visual WM: (Leiter R forward + Leiter backward)","Random","Non-Active",-0.335137154595433,"children","10.4","10.4","children with ADHD",2013,4.02610303456956,0.670274309190867,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",1.13108789675959,0.0678869138083374,"from_dataset",35,234,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Visual WM: (Leiter R forward + Leiter backward)","Random","Non-Active",-0.335137154595433,"children","10.4","10.4","children with ADHD",2013,3.83801764570324,1.13108789675959,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.598487052643997,0.0610124878530126,"from_dataset",35,235,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Auditory WM: (Digit span forward + Digit Span backward)","Random","Non-Active",-0.598487052643997,"children","10.4","10.4","children with ADHD",2013,4.04846727321407,0.598487052643997,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.478789642115198,0.0600501950859551,"from_dataset",35,236,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Auditory WM: (Digit span forward + Digit Span backward)","Random","Non-Active",-0.598487052643997,"children","10.4","10.4","children with ADHD",2013,4.08077630384861,0.478789642115198,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.253377613380701,0.0588185584707738,"from_dataset",35,237,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Manipulation WM (Letter-Number + Sentence Span)","Random","Non-Active",-0.12668880669035,"children","10.4","10.4","children with ADHD",2013,4.1232798502355,0.253377613380701,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.717903237911986,0.0621856095457142,"from_dataset",35,238,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Manipulation WM (Letter-Number + Sentence Span)","Random","Non-Active",-0.12668880669035,"children","10.4","10.4","children with ADHD",2013,4.01009860942486,0.717903237911986,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.282404853833425,0.0589346203103721,"from_dataset",35,239,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","CAVLT-2 Level of learning","Random","Non-Active",0,"children","10.4","10.4","children with ADHD",2013,4.11921779568245,0.282404853833425,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.141202426916713,0.0584882443693161,"from_dataset",35,240,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","CAVLT-2 Level of learning","Random","Non-Active",0,"children","10.4","10.4","children with ADHD",2013,4.13490663055895,0.141202426916713,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.129980107597064,0.0584655331977025,"from_dataset",35,241,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","CAVLT-2 Delayed Recall","Random","Non-Active",-0.0779880645582381,"children","10.4","10.4","children with ADHD",2013,4.13570966314018,0.129980107597064,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.129980107597063,0.0584655331977025,"from_dataset",35,242,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","CAVLT-2 Delayed Recall","Random","Non-Active",-0.0779880645582381,"children","10.4","10.4","children with ADHD",2013,4.13570966314018,0.129980107597063,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.214813917057937,0.0586838182021117,"from_dataset",35,243,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","CAVLT-2 Recognition","Random","Non-Active",-0.214813917057937,"children","10.4","10.4","children with ADHD",2013,4.12801073954955,0.214813917057937,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.300739483881111,0.0590144093827333,"from_dataset",35,244,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","CAVLT-2 Recognition","Random","Non-Active",-0.214813917057937,"children","10.4","10.4","children with ADHD",2013,4.11643220706465,0.300739483881111,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.395379209351613,0.0595060547709604,"from_dataset",35,245,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Benton Visual Retention Test","Random","Non-Active",-0.22593097677235,"children","10.4","10.4","children with ADHD",2013,4.09939173495297,0.395379209351613,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.22593097677235,0.0587203837790037,"from_dataset",35,246,67,"Egeland et al. (2013) and Hovik et al. (2013)","Near","Benton Visual Retention Test","Random","Non-Active",-0.22593097677235,"children","10.4","10.4","children with ADHD",2013,4.12672526941098,0.22593097677235,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.196403392694138,0.0586273202446489,"from_dataset",35,247,67,"Egeland et al. (2013) and Hovik et al. (2013)","Far","CPT-II Focus","Random","Non-Active",0.491008481735345,"children","10.4","10.4","children with ADHD",2013,4.12999930062401,0.196403392694138,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.196403392694138,0.0586273202446489,"from_dataset",35,248,67,"Egeland et al. (2013) and Hovik et al. (2013)","Far","CPT-II Focus","Random","Non-Active",0.491008481735345,"children","10.4","10.4","children with ADHD",2013,4.12999930062401,0.196403392694138,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0.162090870398755,0.0585355229133419,"from_dataset",35,249,67,"Egeland et al. (2013) and Hovik et al. (2013)","Far","CPT-II Hyperactivity-Impulsivity","Random","Non-Active",0.162090870398755,"children","10.4","10.4","children with ADHD",2013,4.13323643231274,0.162090870398755,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.486272611196265,0.0601040871083643,"from_dataset",35,250,67,"Egeland et al. (2013) and Hovik et al. (2013)","Far","CPT-II Hyperactivity-Impulsivity","Random","Non-Active",0.162090870398755,"children","10.4","10.4","children with ADHD",2013,4.07894638995643,0.486272611196265,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",0,0.0583394523889641,"from_dataset",35,251,67,"Egeland et al. (2013) and Hovik et al. (2013)","Far","CPT-II Sustained","Random","Non-Active",0.0850596968116926,"children","10.4","10.4","children with ADHD",2013,4.1401762134464,0,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Egeland et al. (2013) and Hovik et al. (2013) 2013",-0.170119393623385,0.0585554270761789,"from_dataset",35,252,67,"Egeland et al. (2013) and Hovik et al. (2013)","Far","CPT-II Sustained","Random","Non-Active",0.0850596968116926,"children","10.4","10.4","children with ADHD",2013,4.13253388766849,0.170119393623385,"CRAN",NA,NA,"CRAN"
