Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,|lnRR|,Raw RR,OA as Percent of Control,...18
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Mid CO2, ctrl parents",Juvenile,0.4891,1.6308,61.318,NA
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, High CO2, ctrl parents",Juvenile,0.6526,1.9205,52.069,NA
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Mid CO2, mid parents",Juvenile,0.4759,1.6095,62.133,NA
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, High CO2, mid parents",Juvenile,0.5656,1.7605,56.802,NA
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Mid CO2, high parents",Juvenile,0.3508,1.4202,70.412,NA
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, High CO2, high parents",Juvenile,0.4249,1.5294,65.384,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, bare substrate",Adult,0.0298,1.0302,97.064,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Gelidiella",Adult,0.5306,1.7,58.825,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Ceramium",Adult,0,1,100,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Centroceras",Adult,0.7473,2.1113,47.364,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Laurencia",Adult,NA,NA,NA,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Hypnea",Adult,NA,NA,NA,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Coelothrix irregularis",Adult,NA,NA,NA,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Polysiphonia",Adult,0.1503,1.1622,86.045,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, calcifying red",Adult,0.9163,2.5,40,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, cyanobacteria",Adult,0.3365,1.4,71.427,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, cyanobacteria eipphytic",Adult,1.0481,2.8522,35.06,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate,Feldmannia mitchelliae",Adult,1.6094,4.9998,20.001,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Sphacelaria",Adult,0,1,100,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, misc brown algae",Adult,0.8106,2.2493,44.459,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Cladophora",Adult,0.7348,2.0851,47.96,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Ulva",Adult,0.592,1.8076,55.322,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Derbesia fastigiata",Adult,1.4917,4.4446,22.499,NA
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, misc green algae",Adult,0.6936,2.0009,49.977,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"% time in cue, Mid CO2",Adult,0.0123,1.0124,98.778,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"% time in cue, High CO2",Adult,1.5612,4.7645,20.988,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean lines crossed, Mid CO2, preferred side",Adult,0.2995,1.3492,74.119,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean lines crossed, High CO2, preferred side",Adult,0.0312,1.0317,96.928,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean lines crossed, Mid CO2, non-preferred side",Adult,0.1158,1.1228,89.065,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean lines crossed, High CO2, non-preferred side",Adult,0.4212,1.5238,65.626,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,No,null,"Mean lines crossed, Mid CO2, seawater",Adult,0.1711,1.1866,84.274,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,No,null,"Mean lines crossed, High CO2, seawater",Adult,0,1,100,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bumps, Mid CO2, preferred side",Adult,0.9445,2.5715,38.887,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bumps, High CO2, preferred side",Adult,2.8904,18.0005,5.555,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bumps, Mid CO2, non-preferred side",Adult,1.0809,2.9473,33.929,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bumps, Mid CO2, non-preferred side",Adult,1.583,4.8695,20.536,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bites, Mid CO2, preferred side",Adult,3.0799,21.7562,4.596,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bites, High CO2, preferred side",Adult,4.4662,87.0254,1.149,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bites, Mid CO2, non-preferred side",Adult,2.5526,12.8404,7.788,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"Mean bites, High CO2, non-preferred side",Adult,2.3973,10.9935,9.096,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"% time in cue, Mid CO2, preferred side",Adult,0.0345,1.0351,96.609,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"% time in cue, High CO2, preferred side",Adult,0.9508,2.5878,38.643,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"% time in cue, Mid CO2, non-preferred side",Adult,0.215,1.2399,80.654,NA
a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,Mustelus canis,Subtrop,Yes,Food,"% time in cue, High CO2, non-preferred side",Adult,2.3815,10.8211,9.241,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,Yes,Food,Feed intake,Adult,1.3944,4.0326,24.798,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,No,null,% resting,Adult,0.2689,1.3085,76.422,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,No,null,% inactive,Adult,0.0834,1.087,91.998,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,No,null,% swinging,Adult,0.5333,1.7045,58.667,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,No,null,% activity,Adult,0.869,2.3845,41.937,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,No,null,% feeding,Adult,1.4404,4.2224,23.683,NA
a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish ,Conserv Physiol,-,3.46,Hippocampus guttulatus ,Temp,No,null,% swimming,Adult,0.0861,1.0899,91.75,NA
a37,Ferrari et al,2014,2015,Interactive effects of ocean acidification and rising sea temperatures alter predation rate and predator in reef fish communities selectivity,Glob Change Biol,8.044,8.997,Pseudochromis fuscus,Trop,Yes,Prey,Predation rate,Juvenile,0,1,100,NA
a37,Ferrari et al,2014,2015,Interactive effects of ocean acidification and rising sea temperatures alter predation rate and predator in reef fish communities selectivity,Glob Change Biol,8.044,8.997,Pseudochromis fuscus,Trop,Yes,Prey,Selectivity for prey 1,Juvenile,0.9067,2.4761,40.385,NA
a37,Ferrari et al,2014,2015,Interactive effects of ocean acidification and rising sea temperatures alter predation rate and predator in reef fish communities selectivity,Glob Change Biol,8.044,8.997,Pseudochromis fuscus,Trop,Yes,Prey,Selectivity for prey 2,Juvenile,0.8243,2.2803,43.854,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Time outside shelter, Mid CO2",Adult,0.2961,1.3446,74.371,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Time outside shelter, High CO2",Adult,0.0854,1.0892,91.814,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Latency to first bite, Mid CO2",Adult,0.0696,1.0721,93.277,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Latency to first bite, High CO2",Adult,0.494,1.6389,61.018,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Activity shelter food, Mid CO2",Adult,0.0605,1.0624,94.129,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Activity shelter food, High Co2",Adult,0.2072,1.2302,81.286,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Total activity (line crosses), Mid CO2",Adult,0.2917,1.3387,74.699,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Total activity (line crosses), High CO2",Adult,0.1297,1.1385,87.836,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Time to shelter, Mid CO2",Adult,0.0082,1.0082,99.183,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Time to shelter, High CO2",Adult,0.0169,1.017,98.324,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Activity, Mid CO2",Adult,0.0293,1.0297,97.113,NA
a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,Hemiscyllium ocellatum,Trop,Yes,Habitat,"Activity, High CO2",Adult,0.1711,1.1866,84.274,NA
a39,Jutfelt & Hedgarde,2015,2015,Juvenile Atlantic cod behavior appears robust to near-future CO2 levels,Front Zool,3.042,3.627,Gadus morhua,Temp,No,null,Lines crossed per minute,Juvenile,0.2225,1.2492,80.052,NA
a39,Jutfelt & Hedgarde,2015,2015,Juvenile Atlantic cod behavior appears robust to near-future CO2 levels,Front Zool,3.042,3.627,Gadus morhua,Temp,Yes,Shelter,Seconds before emergence,Juvenile,0.1231,1.131,88.418,NA
