lab,es_id,yi_r,vi_r,yi_d,vi_d,ni,country,weird,western,educated,industrialized,rich,democratic,mean_weird_score,online,analysis
amityon,1015,0.070930000000000007,0.02106,0.13935,0.08368,48,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Knobe.1
armstrong,1016,0.62204,0.00447,1.57543,0.06198,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
aus2,1017,0.6612,0.00177,1.75464,0.03082,180,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Knobe.1
badaniaon,1018,0.83994,0.00207,3.03003,0.20023,43,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Knobe.1
bogota,1019,0.77518,0.00159,2.48401,0.07194,101,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Knobe.1
brookcuny,1020,0.6902,0.00153,1.89807,0.03225,180,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
carleton,1021,0.69001,0.00229,1.89245,0.04791,121,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Knobe.1
cas,1022,0.46727,0.013,1.04944,0.09719,48,China,0,0,0.61,0.08,0,0.74,0.286,lab,Knobe.1
csunorthonline,1023,0.58125,0.00504,1.4215,0.05753,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
fmkbelgrade,1024,0.66589,0.00301,1.76817,0.05351,104,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Knobe.1
georgefox,1025,0.58442,0.00312,1.46412,0.0376,140,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
grazvienna,1026,0.81199,0.00113,2.756,0.07499,104,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
hawaiion,1027,0.57626,0.00369,1.4003,0.0409,122,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
help,1028,0.63647,0.00398,1.63557,0.0595,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Knobe.1
isb,1029,0.46088,0.00337,1.03302,0.02451,185,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Knobe.1
jmu,1030,0.76463,0.00203,2.34767,0.07866,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
jos,1031,0.2947,0.00887,0.61058,0.04411,95,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Knobe.1
kenyon,1032,0.80428,0.0012,2.69584,0.07313,105,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
krakowon,1033,0.70053,0.00265,1.94823,0.05978,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Knobe.1
kwazulu,1034,0.55881,0.00622,1.33105,0.06353,77,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Knobe.1
louvain,1035,0.58423,0.0043,1.43243,0.04965,102,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Knobe.1
loyola,1036,0.70407,8.7e-4,1.98589,0.02052,293,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
lse,1037,0.72582,0.00205,2.09416,0.05641,110,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Knobe.1
mcdanielonline,1038,0.72599,0.0014,2.10146,0.03864,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
metu,1039,0.8781,4.2e-4,3.65265,0.08489,126,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Knobe.1
moralsense,1040,0.65453,3.9e-4,1.73008,0.00657,837,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
mturk,1041,0.79769,4e-4,2.66895,0.023,333,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
mturk_india,1042,0.47023,0.0017,1.06904,0.01294,357,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Knobe.1
munich,1043,0.84961,0.00093000000000000005,3.27745,0.11442,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Knobe.1
munichon,1044,0.83491,4.3e-4,3.02025,0.04001,214,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Knobe.1
northumbria,1045,0.70142,0.00331,1.94328,0.07454,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Knobe.1
osnabruck,1046,0.82617,0.00119,2.9015,0.09556,86,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Knobe.1
ouhk,1047,0.41164,0.0103,0.89348,0.06515,68,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Knobe.1
padua,1048,0.75995,0.00229,2.36395,0.08846,79,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Knobe.1
pascal,1049,0.698,0.00149,1.94154,0.03313,178,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Knobe.1
psualtoona,1050,0.60545,0.00229,1.5163,0.02937,176,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
puc,1051,0.7881,0.00179,2.52899,0.08887,81,Chile,1,1,0.75,1,0,0.73,0.696,online,Knobe.1
queensland2,1052,0.79481,9.9e-4,2.60151,0.05353,138,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Knobe.1
ritonline,1053,0.74018,0.00243,2.17689,0.07499,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
rotterdam,1054,0.66273,0.00425,1.75388,0.07431,75,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Knobe.1
salford,1055,0.64907,0.00328,1.77197,0.05795,103,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Knobe.1
seznam,1056,0.56126,0.00559,1.34258,0.05783,85,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Knobe.1
seznamon,1057,0.70019,0.00222,1.95176,0.05028,118,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Knobe.1
simmons,1058,0.81414,0.0012,2.77721,0.08191,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
swps,1059,0.71349,0.00287,2.01375,0.07097,85,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Knobe.1
tamu,1060,0.7272,0.00264,2.09505,0.07294,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
tamucc,1061,0.52641,0.00601,1.22699,0.05422,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
tanzania,1062,0.0745,0.01476,0.14726,0.05903,68,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Knobe.1
tilburg,1063,0.85563,7.6e-4,3.3387,0.10253,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Knobe.1
tilburgcaf,1064,0.61836,0.00477,1.55707,0.06454,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Knobe.1
ulatina,1065,0.50076,0.0027,1.15533,0.02246,209,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Knobe.1
umich,1066,0.67946,0.00341,1.83043,0.06599,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
uned,1067,0.92678,2.3e-4,4.89822,0.18641,86,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Knobe.1
unswonline,1068,0.79779,0.00138,2.66006,0.07902,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Knobe.1
vcu,1069,0.73291,0.0023,2.13348,0.06684,94,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
vuw,1070,0.79122,0.00141,2.56368,0.07293,100,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Knobe.1
westernkentucky,1071,0.62517,0.00235,1.61904,0.03427,159,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Knobe.1
yale,1072,0.7151,8.5e-4,2.04494,0.02169,282,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Knobe.1
amity,1073,-0.04493,0.01686,-0.08995,0.06787,59,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Gati.2
armstrong,1074,0.15981,0.02467,0.32378,0.10664,38,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
aus2,1075,-0.00179,0.0119,-0.00358,0.04762,84,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Gati.2
bogota,1076,0.13098,0.0228,0.26424,0.09607,42,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Gati.2
brookcuny,1077,0.06,0.01304,0.12022,0.05273,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
carleton,1078,-0.01445,0.01886,-0.0289,0.07548,53,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Gati.2
csunorthonline,1079,0.07443,0.02818,0.14926,0.1146,35,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
fmkbelgrade,1080,-0.12643,0.02044,-0.25491,0.0858,47,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Gati.2
georgefox,1081,-0.00726,0.02083,-0.01452,0.08334,48,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
grazvienna,1082,-0.07116,0.02147,-0.14268,0.08718,46,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
hawaiion,1083,0.0381,0.01845,0.07626,0.07413,54,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
help,1084,0.11735,0.02477,0.23634,0.10328,39,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Gati.2
isb,1085,-0.00594,0.0147,-0.01188,0.05882,68,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Gati.2
jmu,1086,-0.03027,0.02494,-0.06056,0.10005,40,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
kenyon,1087,0.00778,0.01852,0.01556,0.07408,54,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
krakowon,1088,0.03085,0.01814,0.06172,0.07276,55,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Gati.2
kwazulu,1089,0.06304,0.033,0.12632,0.1336,30,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Gati.2
louvain,1090,0.03194,0.02375,0.06391,0.09529,42,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Gati.2
loyola,1091,0.01955,0.00666,0.0391,0.02667,150,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
lse,1092,0.03508,0.02077,0.0702,0.08338,48,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Gati.2
mcdanielonline,1093,0.0451,0.01442,0.09029,0.05803,69,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
metu,1094,-0.01523,0.02173,-0.03046,0.08697,46,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Gati.2
moralsense,1095,-0.01315,0.00258,-0.0263,0.01031,388,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
mturk,1096,9.2e-4,0.00694,0.00184,0.02778,144,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
mturk_india,1097,0.05549,0.00684,0.11116,0.02763,145,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Gati.2
munichon,1098,0.03911,0.00817,0.07828,0.03281,122,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Gati.2
northumbria,1099,0.03729,0.02931,0.07462,0.11773,34,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Gati.2
osnabruck,1100,0.12256,0.02049,0.24698,0.08576,47,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Gati.2
pascal,1101,-0.04136,0.012,-0.0828,0.04823,83,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Gati.2
psualtoona,1102,0.02237,0.01175,0.04476,0.04707,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
puc,1103,-0.03294,0.02624,-0.06592,0.10532,38,Chile,1,1,0.75,1,0,0.73,0.696,online,Gati.2
queensland2,1104,-0.16209,0.01534,-0.32852,0.06646,61,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Gati.2
ritonline,1105,-0.04771,0.0221,-0.09554,0.08899,45,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
salford,1106,0.07829,0.02345,0.15707,0.09553,42,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Gati.2
seznam,1107,0.0015,0.02564,0.00301,0.10256,39,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Gati.2
seznamon,1108,-0.03229,0.01847,-0.06462,0.07411,54,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Gati.2
simmons,1109,-0.05258,0.02483,-0.10531,0.10014,40,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
swps,1110,-0.0185,0.02324,-0.037,0.09304,43,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Gati.2
tamucc,1111,0.08975,0.02579,0.18022,0.10569,38,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
tilburg,1112,-0.05577,0.01984,-0.1117,0.08012,50,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Gati.2
tilburgcaf,1113,0.01617,0.02498,0.03234,0.10001,40,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Gati.2
ulatina,1114,0.03921,0.01107,0.07849,0.04448,90,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Gati.2
umich,1115,0.06904,0.02994,0.13842,0.1215,33,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
uned,1116,-0.13426,0.02583,-0.27097,0.1091,37,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Gati.2
unswonline,1117,-0.02116,0.02125,-0.04233,0.08513,47,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Gati.2
vcu,1118,-0.01447,0.02701,-0.02894,0.10812,37,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
vuw,1119,0.00232,0.02439,0.00464,0.09756,41,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Gati.2
westernkentucky,1120,-0.03139,0.01202,-0.0628,0.04822,83,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Gati.2
yale,1121,0.01659,0.00787,0.03319,0.0315,127,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Gati.2
aus,1122,0.39448,0.00801,0.85663,0.04933,90,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Huang.1
bc,1123,0.2499,0.01221,0.51025,0.05684,73,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
bilgi,1124,0.03515,0.00831,0.06996,0.03326,121,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Huang.1
brasilia,1125,-0.16685,0.01062,-0.33599,0.04543,90,Brazil,0,1,0.66,0.08,0,0.65,0.47800000000000004,lab,Huang.1
cas,1126,-0.13592,0.01438,-0.27032,0.05936,68,China,0,0,0.61,0.08,0,0.74,0.286,lab,Huang.1
castab,1127,-0.05129,0.01604,-0.10118,0.06372,63,China,0,0,0.61,0.08,0,0.74,0.286,lab,Huang.1
doshisha,1128,-0.03441,0.00907,-0.07003,0.03798,111,Japan,0,0,0.81,0.8,1,0.75,0.672,lab,Huang.1
eindhoven,1129,-0.03941,0.01049,-0.0782,0.04186,96,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Huang.1
elte,1130,0.43572,0.00721,0.95852,0.04855,92,Hungary,1,1,0.81,0.24,1,0.67,0.744,lab,Huang.1
eltetab,1131,0.33677,0.00959,0.70793,0.05139,83,Hungary,1,1,0.81,0.24,1,0.67,0.744,lab,Huang.1
grazvienna,1132,-0.05523,0.00835,-0.10983,0.03347,120,Hungary,1,1,0.81,0.24,1,0.67,0.744,lab,Huang.1
hawaiion,1133,0.44677,0.00745,0.98729,0.05159,87,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Huang.1
hkust,1134,-0.27411,0.0091,-0.56429,0.04382,95,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Huang.1
hunancomp,1135,-0.12842,0.00799,-0.2574,0.0332,122,China,0,0,0.61,0.08,0,0.74,0.286,online,Huang.1
ithaca,1136,0.49146,0.00767,1.11523,0.06096,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
johannesburg,1137,0.26604,0.02159,0.5385,0.10116,41,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,online,Huang.1
koc,1138,-0.04793,0.0131,-0.09511,0.05244,77,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Huang.1
lausanne,1139,0.01976,0.00917,0.03969,0.03737,110,Switzerland,1,1,0.84,1,1,0.87,0.942,online,Huang.1
leuven,1140,0.27478,0.00814,0.56624,0.03926,106,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Huang.1
lundon,1141,-0.04009,0.00914,-0.07985,0.0367,110,Sweden,1,1,0.83,0.71,1,0.87,0.882,online,Huang.1
marian,1142,0.63188,0.00508,1.6102,0.07373,72,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
mturk,1143,0.46794,0.00196,1.06048,0.01474,312,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Huang.1
mturk_india,1144,0.03325,0.00354,0.06631,0.01414,283,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Huang.1
navarra,1145,0.332,0.01649,0.68956,0.08652,49,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Huang.1
ntnu,1146,-0.06069,0.01257,-0.12146,0.05124,80,Taiwan,0,NA,NA,NA,NA,NA,NA,lab,Huang.1
ntnutab,1147,0.19829,0.01964,0.39644,0.08512,48,Taiwan,0,NA,NA,NA,NA,NA,NA,lab,Huang.1
occid,1148,0.22203,0.01412,0.4608,0.06663,65,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
occidtab,1149,0.57809,0.00576,1.41029,0.06489,78,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
plu,1150,0.59494,0.00464,1.46412,0.05574,91,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
potsdam,1151,0.04576,0.012,0.09268,0.04996,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,online,Huang.1
pscio,1152,-0.09104,0.01446,-0.18172,0.05921,69,Uruguay,0,1,0.71,0.09,0,0.74,0.508,lab,Huang.1
psuabington,1153,0.47908,0.00781,1.093,0.06123,77,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
psuabingtontab,1154,0.31958,0.0124,0.66547,0.06418,66,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
psumain,1155,0.43758,0.0086,0.96064,0.05795,77,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
purkyne,1156,-0.10743,0.00757,-0.21447,0.03095,130,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Huang.1
sandiegosu,1157,0.46984,0.00368,1.05815,0.02747,166,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
santiagoon,1158,0.34381,0.01414,0.72651,0.07763,56,Chile,1,1,0.75,1,0,0.73,0.696,online,Huang.1
swps,1159,0.14242,0.01078,0.28456,0.04489,90,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Huang.1
tamu,1160,0.46884,0.00655,1.05622,0.04897,94,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
tilburg,1161,-0.11751,0.01035,-0.23427,0.04244,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Huang.1
tilburgcaf,1162,-0.08849,0.01262,-0.17611,0.05123,79,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Huang.1
tilburgcomm,1163,0.02385,0.00999,0.04729,0.03971,101,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,online,Huang.1
toronto,1164,0.13586,0.003,0.27384,0.01258,322,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Huang.1
tufts,1165,0.70997,0.00315,1.99459,0.07602,79,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
ubc,1166,0.2565,0.01179,0.53167,0.05687,75,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Huang.1
ubctab,1167,0.30616,0.0119,0.63422,0.06006,70,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Huang.1
ucron,1168,0.16027,0.01055,0.32163,0.04466,91,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,online,Huang.1
udd,1169,0.20787,0.0104,0.42046,0.04599,89,Chile,1,1,0.75,1,0,0.73,0.696,lab,Huang.1
ufl,1170,0.48877,0.00536,1.11135,0.04244,109,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
uiuc,1171,0.48386,0.00315,1.09999,0.02463,187,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
umich,1172,0.37095,0.00896,0.79751,0.0524,84,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
unam,1173,-0.06326,0.00763,-0.12949,0.03241,131,Mexico,0,1,0.64,0.13,0,0.58,0.47000000000000003,online,Huang.1
unibelgrade,1174,0.48228,0.00745,1.09031,0.05771,80,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Huang.1
uniporto,1175,0.07774,0.03087,0.15123,0.12167,33,Portugal,1,1,0.73,0.23,1,0.76,0.744,online,Huang.1
uva,1176,0.41766,0.00852,0.92861,0.05698,81,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
vuamsterdam,1177,-0.30222,0.00907,-0.62775,0.0457,92,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Huang.1
vuw,1178,0.45176,0.00712,1.00244,0.05012,90,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Huang.1
washlee,1179,0.31084,0.00878,0.6484,0.04496,94,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
wilfredlaur,1180,0.26277,0.00996,0.53859,0.04713,88,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Huang.1
williampat,1181,0.46613,0.00578,1.04427,0.04251,107,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
winchester,1182,-0.38102,0.00541,-0.8225,0.03221,136,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Huang.1
wpi,1183,0.34675,0.00967,0.75115,0.05574,81,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Huang.1
wroclaw,1184,0.09336,0.01045,0.1864,0.04267,95,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Huang.1
zhejiang,1185,-0.11777,0.01332,-0.23614,0.05544,74,China,0,0,0.61,0.08,0,0.74,0.286,NA,Huang.1
aus,1186,-0.1019,0.01139,-0.20359,0.04671,87,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Alter.1
badaniaon,1187,0.05928,0.02758,0.11658,0.1103,37,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Alter.1
bc,1188,-0.03801,0.01329,-0.07516,0.05281,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
bilgi,1189,-0.10332,0.00704,-0.20703,0.02894,140,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Alter.1
brasilia,1190,-0.11754,0.01003,-0.23508,0.04137,98,Brazil,0,1,0.66,0.08,0,0.65,0.47800000000000004,lab,Alter.1
cas,1191,-0.01821,0.01561,-0.03686,0.06501,65,China,0,0,0.61,0.08,0,0.74,0.286,lab,Alter.1
castab,1192,-0.20421,0.01413,-0.41104,0.06194,66,China,0,0,0.61,0.08,0,0.74,0.286,lab,Alter.1
doshisha,1193,-0.0167,0.00925,-0.03342,0.03741,109,Japan,0,0,0.81,0.8,1,0.75,0.672,lab,Alter.1
eindhoven,1194,0.06301,0.01023,0.12521,0.04105,98,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Alter.1
elte,1195,-0.11933,0.0108,-0.23786,0.04431,91,Hungary,1,1,0.81,0.24,1,0.67,0.744,lab,Alter.1
eltetab,1196,-0.05803,0.01182,-0.11496,0.0472,85,Hungary,1,1,0.81,0.24,1,0.67,0.744,lab,Alter.1
grazvienna,1197,-0.0978,0.00811,-0.19496,0.03295,122,Hungary,1,1,0.81,0.24,1,0.67,0.744,lab,Alter.1
hawaiion,1198,-0.03473,0.01028,-0.07028,0.04262,98,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Alter.1
hkust,1199,0.02261,0.00999,0.04481,0.03965,101,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Alter.1
hunancomp,1200,-0.09408,0.00712,-0.18803,0.02903,139,China,0,0,0.61,0.08,0,0.74,0.286,online,Alter.1
ithaca,1201,-0.00165,0.01333,-0.00325,0.05267,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
johannesburg,1202,-0.01178,0.0204,-0.02326,0.08117,50,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,online,Alter.1
koc,1203,0.12215,0.01169,0.24494,0.04866,84,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Alter.1
lausanne,1204,-0.03509,0.00932,-0.06987,0.03738,108,Switzerland,1,1,0.84,1,1,0.87,0.942,online,Alter.1
leuven,1205,0.0692,0.00943,0.13743,0.03784,106,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Alter.1
lundon,1206,-0.02854,0.00916,-0.05662,0.03643,110,Sweden,1,1,0.83,0.71,1,0.87,0.882,online,Alter.1
marian,1207,-0.00738,0.01389,-0.0152,0.05974,73,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
mturk,1208,0.05351,0.0031,0.10696,0.01247,322,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Alter.1
mturk_india,1209,0.01382,0.00305,0.02757,0.01216,329,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Alter.1
navarra,1210,-0.23455,0.01941,-0.47314,0.08784,47,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Alter.1
ntnu,1211,-0.04542,0.01261,-0.09003,0.05033,80,Taiwan,0,NA,NA,NA,NA,NA,NA,lab,Alter.1
ntnutab,1212,-0.2896,0.01713,-0.59482,0.08405,50,Taiwan,0,NA,NA,NA,NA,NA,NA,lab,Alter.1
occid,1213,-0.03548,0.01535,-0.07021,0.06115,66,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
occidtab,1214,0.03723,0.01312,0.07354,0.05199,77,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
ouhktab,1215,-0.24656,0.02384,-0.5066,0.11352,38,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,NA,Alter.1
plu,1216,0.05028,0.0107,0.10044,0.04331,94,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
